"reviews","product_id","rating","timestamp","review_date_clean","row_num","product_name","helpful_count","is_verified","review_length","review_polarity","review_subjectivity"
"I bought this for my husband on Amazon Prime Day, but I LOVE it so much that he has left it in our kitchen so I can also use it during the day. The sound is amazing! We were listening to a Dave Matthews concert and truly it was like we were there. Highly recommend!!!!!!","B099TLMRB6","5","Reviewed in the United States August 1, 2024","2024-08-01","1","Bose Soundlink Flex","1","1","270","0.41005859375","0.44"
"We've tried a half dozen speakers but Bose is by far the best. Easy setup. Long battery charge (10 - 12 hrs). Great sound!!!!","B099TLMRB6","5","Reviewed in the United States July 26, 2024","2024-07-26","1","Bose Soundlink Flex","1","1","125","0.4418898809523809","0.55"
"We had2 JBL flip waterproof speakers and one finally gave out. They have wonderful sound. I decided to get the Bose because I’ve always wanted one. This sounds tremendous!! Nice bass. Battery lasts a long time. Try it for yourself you will definitely like what you hear!!","B099TLMRB6","5","Reviewed in the United States July 19, 2024","2024-07-19","1","Bose Soundlink Flex","1","1","271","0.2901041666666666","0.7250000000000001"
"Very loud especially at the beach when nearby. Great battery life","B08X4YMTPM","5","Reviewed in the United States July 14, 2024","2024-07-14","1","JBL Charge 5","2","1","65","0.31","0.9166666666666666"
"Bought this for work (I run a forklift and JBLs just arent loud enough) and was pleasantly surprised by how loud it gets. Sound quality is fantastic at all volume levels, its durable and holds up pretty well to the elements. The battery does genuinely last a full 8-10 hour shift playing constantly. A few things to note however.There are no EQ controls for it. Sound is well balanced but theres no bass boost, treble, no nada built in.The app is unnecessary once you get it set up with your device, really only need it to check the battery. The speaker will tell you what its battery percentage is if you turn it off and on though.Max volume is entirely dependent on the device its paired to. If i pair it to my PC, max volume is pretty quiet. If i pair it to my buddy's phone it gets pretty loud, but nowhere near as loud as it is paired to my phone.Volume controls are independent from the device and speaker. You can turn your speaker volume to max but your device is the primary control. So if you have the speaker on low volume and your phone all the way to the max, it wont be as loud as both at max, and vice versa. Its very odd.It does not remember the bluetooth volume of the device its paired to, so if you turn it off and use it the next day, it has a habit of being at full blown volume by default. Just be mindful.Other than that, its excellent and no one will be disappointed by it.","B099TLMRB6","4","Reviewed in the United States July 22, 2024","2024-07-22","1","Bose Soundlink Flex","1","1","1397","0.1225","0.6033333333333335"
"Bought this to replace some lesser quality speakers. Like the rich sound but really like that it tells you how much battery is left every time you turn it on. Also hooks up to multiple devices - iPad and iPhone at the same time.","B099TLMRB6","5","Reviewed in the United States August 2, 2024","2024-08-02","1","Bose Soundlink Flex","1","1","228","0.146875","0.271875"
"Great sound for a small unit. Like that it is waterproof and very portable. We are remodeling our master bath, and it will be nice to have quality sound while I soak in the new jetted tub!","B099TLMRB6","5","Reviewed in the United States August 3, 2024","2024-08-03","1","Bose Soundlink Flex","1","1","188","0.3314935064935064","0.5292207792207791"
"Good sound quality, for what it is.Very good build quality.The green version is really nice looking!Other versions are probably nice too,I opted for the green. (dark green, it is. [Yoda])Rubberized back, top, bottom (seamless, rubber shell/backing.)Weather/damage proofing.Buttons integrated nicely into top, rubber shell, with tiny, white visible LEDs for power and Bluetooth.Charging works great! I haven't counted the hours, but it last a good long while. Satisfying.You can use it while it's plugged in.","B099TLMRB6","5","Reviewed in the United States July 21, 2024","2024-07-21","1","Bose Soundlink Flex","1","1","507","0.28","0.4658333333333333"
"Got this lil thing for Prime Day for only $99. I’m not going to lie, I had low expectations and planned on returning it. After opening it and setting it up, I got to see what the hype was about. Took me a couple hours of listening to figure out if it was a bang for my buck or a waste of money.I currently have the first UE Megaboom that I use daily that I bought back in 2016. It’s loud, has bass and can fill a room. Sadly, the charge isn’t exactly reliable so I was looking for something new. The Bose Link Flex definitely has a great quality sound. It will definitely fill a room. I like to use mine in the shower and acoustically in the shower the bass just sounds amazing!! Speaker actually fell off the shelf from the bass and survived the fall.Now, I listen to just about every genre of music. I found it to sound best with Latin music. Vocals are super clear. When it came to rap music (or music with lots of bass) I found it to sound perfectly balanced when the volume was at about 75%. Above that you’ll definitely still get volume but the bass will take a seat back. I’m used to the UE Megaboom that has 360 sound. While the Bose Link Flex will fill a room, the sound seems more straight forward depending if you want to stand it up or lay it down.Bose App is decent. Doesn’t really have any equalizer setting on there if that’s what you’re loooking for.I got this because it is small enough to pack in a carry on and not take up too much space in my bag. Might I add, it’s almost the same size as my iPhone 14 Pro Max . I can easily carry both in one hand. Easy to say, I’m going to keep this speaker with me. Now let’s see if the battery life is legit. I’ll check back in.","B099TLMRB6","4","Reviewed in the United States July 18, 2024","2024-07-18","1","Bose Soundlink Flex","1","1","1686","0.1668302341597796","0.4408230027548208"
"I'm not sure why but the engineers gave this little speaker feet instead of a sturdy base. I'm a klutz and I expect I'll knock this over or to the ground at any point. Does not seem sturdy in that capacity. Otherwise it's a thick and dense little speaker.Functions as it's supposed to. Charged well when I got it. I can hear it from the other room when I walk away and it's got a nice clear quality to the speaker so far. The charging cord that came with it was quite short but functional. The speaker and instructions are insistent about downloading a useless connection application. Seems like another way to advertise more speakers or to sell user data. It was irritating enough, I almost rated this less because of it.Speaker will not connect to my phone via Bluetooth unless I allow the speaker access to contact information. What a dubious and unwanted feature. Also almost rated less than 4 stars for this.We will see about the value for the money over time. Purchased at the end of May '24, used 5 times at the time of this review.","B099TLMRB6","4","Reviewed in the United States May 30, 2024","2024-05-30","1","Bose Soundlink Flex","1","1","1039","-0.1114583333333333","0.5347222222222221"
"We love these small speakers. I have had Bose speakers for years but these are my favorite because they are small and my favorite colors!","B099TLMRB6","5","Reviewed in the United States August 5, 2024","2024-08-05","1","Bose Soundlink Flex","1","1","137","0.225","0.6799999999999999"
"Bought because I needed music by pool. Toggled between JBL and Bose (both would have been a good choice). This speaker packs great sound, especially base. Bluetooth connects easy. Highly recommend.","B099TLMRB6","5","Reviewed in the United States July 25, 2024","2024-07-25","1","Bose Soundlink Flex","1","1","197","0.2488888888888888","0.6872222222222222"
"I've had a few different bluetooth speakers and this one is by far the best. My last one was okay but had annoying flashing ""disco party"" type lights that took 6 pushes to turn off. It was hard for me to finally decide to replace since nothing was wrong with it, it just irritated me. This one has the best sound of all my speakers, easy use buttons, easy to set-up. Has automatic shut-off, which is a plus in my book. Basically, you get what you pay for, and this is worth it.","B099TLMRB6","5","Reviewed in the United States August 6, 2024","2024-08-06","1","Bose Soundlink Flex","1","1","477","0.1583333333333333","0.5583333333333333"
"I've had other bluetooth speakers that were pretty good, but my wife always has positive comments when someone has a Bose speaker playing. AND SHE'S RIGHT!!!! I don't say that very often, but this speaker is excellent. When I play it, then stop and play my other bluetooth speaker, there's really no comparison. The Bose has significantly better base, and extremely clear tones. You can just feel it in the weight of the item. It's solid. There's no going back! We love it.","B099TLMRB6","5","Reviewed in the United States July 14, 2024","2024-07-14","1","Bose Soundlink Flex","1","1","473","0.2016544913419913","0.5009668109668108"
"I know the reputation of Bose products, but quite frankly wasn't expecting this to be as good as it really is for the low price. It is solidly built and the sound and fidelity are truely amazing.","B099TLMRB6","5","Reviewed in the United States August 5, 2024","2024-08-05","1","Bose Soundlink Flex","1","1","195","0.3166666666666666","0.4166666666666667"
"I like the sound quality and how it projects from the sleek designed speaker. Considering the small frame it performs in a great way.","B099TLMRB6","5","Reviewed in the United States July 22, 2024","2024-07-22","1","Bose Soundlink Flex","1","1","133","0.3166666666666667","0.5166666666666667"
"I listen to a variety of music from Country to Rock. The acoustics of this Bose is spot on. All instrumentation comes though nicely while the vocals are crystal clear. The drums of ""In the Air Tonight"", the guitar solo of ""Comfortably Numb"" and the vocals in ""Bohemian Rhapsody"" want for NOTHING.Half volume is more than enough for me in our lounge with the speaker on the far side of the room.I am a bit ""Technically Challenged"", but pairing the speaker up to my iPhone is a breeze.I can recommend without hesitation.","B099TLMRB6","5","Reviewed in the United States July 31, 2024","2024-07-31","1","Bose Soundlink Flex","1","1","518","0.0999999999999999","0.6404761904761903"
"Very low quality compared with what we’ve grown to just be there with Sony . Two Sony SRS 10’s still rule!","B0CXL4FQBK","3","Reviewed in the United States June 25, 2024","2024-06-25","1","Sony ULT Field","0","0","106","0","0.39"
"Amazing clear sound!","B0CXL4FQBK","5","Reviewed in the United States June 21, 2024","2024-06-21","1","Sony ULT Field","0","0","20","0.4000000000000001","0.561111111111111"
"Badass","B0CXL4FQBK","4","Reviewed in the United States July 14, 2024","2024-07-14","1","Sony ULT Field","0","0","6","0","0"
"I LOVE these Bose speakers! I got two so I could do stereo sound. It has a “party” setting also. I have a wraparound porch so it stretches the sound out nicely! I like the rubber cover because I use them outside a lot! It was easy to pair it to my phone and to pair up the second speaker. Just follow the instructions provided! This was a great investment because I’m all about music 🎶 and good sound. I even listen to my podcasts using them. You can adjust the speakers either by the controls on the speaker or by your phone, which is really convenient! Even if I’m talking on the phone and want the conversation heard, it can come across the speaker! The USB/C charger cord comes with it. It charges very quickly! I like when you turn it on it tells you what the battery level is at and where it is paired to. These are the best little speakers with a huge sound that I have ever had! But then….it’s a BOSE!!!! The loop on the side makes it possible to hang the speaker easily too. That’s especially helpful outside on the porch where I have a number of hooks for hanging plants! I don’t have to worry about its stability, although it has a nice balance of weight to it just to sit it on a railing! If you like what I described, you will want to own one or more! It’s worth it!!!","B099TLMRB6","5","Reviewed in the United States July 2, 2024","2024-07-02","1","Bose Soundlink Flex","1","1","1281","0.4403862847222222","0.5611111111111112"
"I must admit, I initially wondered if I would miss stereo sound from my listening experience because this particular unit puts out mono sound. You can pair two of them and get stereo separation, but in my opinion, that would be a bit contrary to one of its main features, portability. In any case, the sound quality that comes out is full and rich including low-end. I've been listening to my favorite music through this speaker, music I've heard since the 70s through all manner of listening devices from full-featured stereo systems to Walkman headset units, and the listening experience through this speaker is beautiful.","B099TLMRB6","5","Reviewed in the United States July 5, 2024","2024-07-05","1","Bose Soundlink Flex","1","1","624","0.3608333333333333","0.5166666666666667"
"I am kind of a music snob so I am pretty picky with speakers. For the size of this thing I am not sure I could ask for better. I have a list of songs that I listen to on any new speakers or headphones that I get. I want to hear every note from every instrument and the vocals. I want every thing to be be crisp and clear. If I cant adjust my eq to make that happen (different songs have different settings) then I dont keep it.This little speaker just sounds good. I have had beats products before and was happy with them. This is probably my favorite. It is super easy to connect to my samsung s24 ultra. As soon as I turned it on a notification showed on my phone asking if I wanted to connect it. It sent me to the play store to download the app for it and then I was listening to music.Super easy to connect. Looks great (I have the red one). Sounds really good. Definitely 5 stars.","B0D4STD5ZC","5","Reviewed in the United States June 28, 2024","2024-06-28","1","Beats Pill","0","0","886","0.3049431818181818","0.6513383838383838"
"Commanding sound, deep breathing bass, smooth clarity and plenty of pitch and tone to drone out any annoying neighbors, cars, traffic, kids, wives, ....errrr...I mean great product!!!","B099TLMRB6","5","Reviewed in the United States July 19, 2024","2024-07-19","1","Bose Soundlink Flex","1","1","183","0.0767857142857142","0.5910714285714286"
"I got this mainly for use in the bathroom but find myself carrying it with me room to room. Battery life is reasonably good. I charge it every day. Stays connected when I walk away from it to another room and even outside. Sound is great, impressive bass for a little speaker.","B099TLMRB6","5","Reviewed in the United States July 13, 2024","2024-07-13","1","Bose Soundlink Flex","1","1","276","0.3411458333333333","0.5166666666666666"
"I purchased this because water broke my old Bose Revolve+. I don’t consider myself an audiophile, but I do listen to music religiously — 100k+ hours annually — and I can appreciate a crisp sounding speaker with nuance. This speaker lacks the nuance. It’s not terribly loud in my opinion, even on full volume in my small apartment. However, it is durable, and I love that it’s waterproof. Upon further research, I discovered that Bose is actually NOT worth the value for the money — many audiophiles recommend purchasing from another brand, as these speakers can be made for less than $50 and sold for $400+. Initially I purchased the Bose Soundlink MAX and another Flex (product listed here) as well, in hopes of amplifying the sound as well as achieving stereo sound in my apartment.After doing some research, I returned the Soundlink Max and one of the Flex speakers as well. I purchased some ELAC speakers instead for HOME use, and kept one of the Bose Flex speakers for shower use and traveling, as I spend a lot of time on the beach and this is dust and drop resistant. I purchased this on Prime Day for $99 before tax. I would NOT say it’s worth $150 full price. The battery is not great. I can leave it charging overnight and it dies with moderate use before the day is over. Mediocre in performance overall.It’s worth nothing that when I purchased the Soundlink Max from Amazon, the box itself clearly states that the speaker comes from Bose “RETURNS AND REPLACEMENTS.” I believe the speakers sold on sale are probably speakers that were defected or returned by other customers. Keep that in mind!","B099TLMRB6","3","Reviewed in the United States July 23, 2024","2024-07-23","1","Bose Soundlink Flex","1","1","1605","0.0853219696969696","0.4155303030303029"
"I tested this model against the other two more expensive Bose Bluetooth speakers and for the price this one sounds great! Easy to carry and the battery lasts a long time too…","B099TLMRB6","5","Reviewed in the United States July 15, 2024","2024-07-15","1","Bose Soundlink Flex","1","1","174","0.2097222222222222","0.5930555555555556"
"I trust Bose! Have radios of 30 years old still work and sound perfectly. You always pay more, but the quality and workmanship you can’t deny….they are just amazing and last forever, to me that is worth a lot. We own 2 clock radios, headphones and now this wireless speaker. This speaker was easy to connect to phone etc and works great. Sound quality is amazing. Charges up quickly and each time you use it will tell you how much charge you have left. We use it often as we sit by our fire pit at night. Very happy with item!!","B099TLMRB6","5","Reviewed in the United States July 24, 2024","2024-07-24","1","Bose Soundlink Flex","1","1","527","0.4541666666666667","0.546875"
"I use this mostly with my digital TV. It connects by bluetooth automatically. I have it by my livingroom chair and can hear my TV perfectly over all the apartment noises. The bass is amazing for such a small speaker, much better sound than the TV. It is my second one as I gave my first Bose speaker(different model) to my mechanically-minded son thinking it was broken. He figured out it was the charging base it sat on and not the speaker that was broken. He plugs it in directly (like this one)to charge and it works perfectly despite being 9 years old.","B099TLMRB6","5","Reviewed in the United States July 31, 2024","2024-07-31","1","Bose Soundlink Flex","1","1","556","0.1441176470588235","0.496078431372549"
"I wanted a small Bluetooth speaker for my computer for basic sound, music, YouTube videos etc. when I didn't feel like putting on my head phones. So picked up this Bose after reading the glowing reviews. Being a Bose I expected good sound but this blew past my expectations when it came to bass and clarity. Battery life was also good as well as charging time. Very pleased!!","B099TLMRB6","5","Reviewed in the United States July 26, 2024","2024-07-26","1","Bose Soundlink Flex","1","1","375","0.2449999999999999","0.4675000000000001"
"I’ve been purchasing Bose products for about 25yrs. Their products are usually well made, durable, sturdy, efficient and unbreakable (based on how you care for your products). I purchased this little gem and didn’t open it until a week later. Used it for 2 hours, put it back in the storage case that I purchased (because we must care for our Bose products properly)LOL. Went to use it today (3 days later) and the battery is at 30%. The battery 🪫 life on this speaker SUCKS!!!! Bose needs to upgrade or do something about this speakers battery life. Other than that, it’s a great speaker with great output (to my liking).","B099TLMRB6","4","Reviewed in the United States August 4, 2024","2024-08-04","1","Bose Soundlink Flex","1","1","622","0.0305078125","0.3424999999999999"
"I’ve had various Bluetooth speakers that I use for my yoga classes. This one beats them all! The sound is amazing, the charge lasts a long time and it’s very light to go into my bag. I bought the silicone cover which was a game changer. LOVE this product. You won’t be disappointed","B099TLMRB6","5","Reviewed in the United States July 7, 2024","2024-07-07","1","Bose Soundlink Flex","1","1","281","0.1024999999999999","0.6075"
"I was thoroughly impressed by the sound for the size speaker this is. It is a convenient size with a big punch! I am happy to report that the skeptic in the family was also impressed and I got the thumbs up on the purchase!","B099TLMRB6","5","Reviewed in the United States July 23, 2024","2024-07-23","1","Bose Soundlink Flex","1","1","223","0.64","0.7"
"It's a Bose so I expected high quality audio and the speaker does that. It's compact and that's part of the issue. It tips over very easily as the base is rather narrow. Second, the battery life leaves a bit to be desired. It's not as long as other speakers I have had but it's decent. I wish the bright white/blue lights were red or could be turned off. It gives off just enough light to be bothersome if you truly need a dark room to sleep. Forget using the app, all it does is connect and you don't really need it to even do that. It wouldn't control anything on this speaker. Lastly, why is it talking? I don't need it to tell me the battery level or that my device is disconnected. I don't need it to speak at all. It's rather annoying bc if you disconnect and don't turn it off, it promptly reminds you. Spooked the hell out of me several times. It gets 4 stars bc audio wise it's absolutely on point as expected. It's the little details that are missing that list a star. Would I buy again? With improvements yes, as is I'd have to think about it.","B099TLMRB6","4","Reviewed in the United States May 26, 2024","2024-05-26","1","Bose Soundlink Flex","1","1","1054","0.0164130434782608","0.4825362318840581"
"Lots of sound packed in a small speaker! The size of the speaker is slightly smaller than I anticipated but it does not reduce the amount of sound that comes out if it. The speaker's texture is smooth and the red is very eye-popping. Super easy to link to my phone. I was able to get it up and running within a minute. The buttons are very intuitive. The charge head is on the back which allows us to continue using the speaker while it's being charged. Charge time is relatively short and battery lasts for hours. I love that there's an auto power down feature so the batter doesn't drain when you forget to turn off the speaker.","B0D4STD5ZC","5","Reviewed in the United States July 8, 2024","2024-07-08","1","Beats Pill","0","0","630","0.1932407407407407","0.4075925925925925"
"El producto es bonito aunque esperaba que tuviera más potencia","B09XXW54QG","4","Reviewed in the United States March 19, 2024","2024-03-19","1","Marshall Emberton II","0","1","62","0","0"
"As you can probably tell from the product description heavily focusing on the subwoofer, you won't be surprised to learn that this speaker is very bass heavy. That's fine for songs that complement that kind of sound, but is a determent to anything else. For example listening to an audio book it doesn't sound very good and I actually prefer my phone's built in speaker or a regular set of headphones. There is no EQ feature, even if you download the Beats app. Speaking of the Beats app, it doesn't really have any use. It will tell you battery life, and remind you what the controls are, but that's it. The ""one touch connect"" feature did not work, I had to manually connect in my Bluetooth settings (Android, Samsung Galaxy S20 FE).For controls there are four buttons. A power button, multi-function button (play/pause/next/previous), volume down, and volume up. They are the same color as the speaker, do not light up, and are difficult to see. I initially had some trouble turning it off because you have to hold the power button. However if you don't hold it long enough it just gives you a battery life indicator, hold it too long it goes into pairing mode. You have a 2-3 second window between those two functions to actually get it to turn off.Volume wise, it does get pretty loud. Loud enough to hurt if you're nearby. Bass of course travels well and far, be aware that you will annoy your neighbors if your outside with the volume up. Perhaps even at a mid volume because it is so bass heavy. Not great for apartments because of that, at least if you don't want to be that annoying neighbor.If you have two of these, you can sync them together either to just make them even louder (why would anyone want that? It already hurts at max volume), or as a stereo pair.For the price, I would have preferred a speaker with a more balanced audio profile. For tracks that do emphasize bass though it does sound pretty good. Overall I would classify my annoyances other than the sound profile as minor.","B0D4STD5ZC","4","Reviewed in the United States June 28, 2024","2024-06-28","1","Beats Pill","0","0","2003","0.0574704491725768","0.4775704673577013"
"Beats has long been popular for producing audio products - headphones, earbuds, speakers and so on - with great sound that are loud and pack a punch in the form of ""boosted"" bass notes. In that case, this new Pill wireless speaker is more of the same great recipe. In a fairly compact form factor you get a Bluetooth speaker (it can connect with any Bluetooth device though the documentation is focused rightfully on what most people will do - either Apple or Android phones) that gets VERY loud with VERY rich/boosted bass. The audio is also clear for things like spoken word, so that's a positive overall.Outside of that, the Pill is water resistant (not waterproof, so don't drop it in the pool or leave it out in a thunderstorm, but it's okay - probably - if it gets splashed a bit or drizzled on somewhat - meaning that it's great for outdoor parties given the volume) and has solid battery life. I do like that it can act as a portable battery bank, charging phones if you need to. It's not the primary function, but it's nice to see manufactures add value-added extra functionality that doesn't require any extra accessories or things to carry along. The Pill appears to be very well-built and should prove quite durable. As an added bonus, all the packaging is recyclable - kudos to Beats on that!So if you like your music loud and bass heavy, then this is the wireless speaker for you. If that's the case, give it a try today!","B0D4STD5ZC","5","Reviewed in the United States June 30, 2024","2024-06-30","1","Beats Pill","0","0","1435","0.2515584415584415","0.5306547619047619"
"Sorry to say, I was disappointed with this one. I have a few different models of Sony bluetooth speakers, and overall I've been more than happy with them. I was hoping this model would serve as an upgrade to one of my older speakers. While the bass was fantastic, the overall tone much too trebly. I had to return it for that reason. (Yes, I played with the EQ settings.)Again, my experiences with Sony's speakers have all been quite good. So I was quite surprised that this one didn't work out.","B0CXL4FQBK","2","Reviewed in the United States August 5, 2024","2024-08-05","1","Sony ULT Field","0","0","495","0.0904761904761904","0.5273809523809525"
"This speaker is really good for listening to Audiobooks.Works well for casual party music by the fire outside.Works well for garage time working on motorcycle or truck.I would say, if you want a super bass speaker, this is not it. This is decent. Even for my ears, which I am hard at hearing. It's a nice looking speaker. Not too heavy. I use it mostly in the kitchen while I cook. It's probably a 4/5 there is much better speakers in the market. But, not for that price. It is a mono speaker on the right and a Support speaker on its left.If I could have changed anything about the speaker.. I would design it to be stero speaker. But I suppose I could just buy another and pair them together to get stero.","B099TLMRB6","5","Reviewed in the United States July 14, 2024","2024-07-14","1","Bose Soundlink Flex","1","1","707","0.1767316017316017","0.6252164502164502"
"Got this for my wife as a Christmas present, she's happy with it. The sound is really good. Her only complaint is she wishes the battery lasted a little longer.","B099TLMRB6","5","Reviewed in the United States August 5, 2024","2024-08-05","1","Bose Soundlink Flex","1","1","160","0.2017857142857143","0.5285714285714286"
"Compact sound is awesome","B0D4STD5ZC","5","Reviewed in the United States July 19, 2024","2024-07-19","1","Beats Pill","0","0","24","0.7","0.7"
"Awesome","B0D4STD5ZC","5","Reviewed in the United States July 27, 2024","2024-07-27","1","Beats Pill","0","0","7","1","1"
"Beats Pill (2024) is a high quality product, from the Apple'esque packaging, to the incredible sound output from this small [tiny?] Bluetooth speaker. Incredibly easy to use, connect via Bluetooth and your off to the races.This speaker is about the diameter of a Coke can, albeit longer. It has a pre-attached teather that seems strong enough. Claims to be IP67 water resistant. It comes with a small instruction manual and a USB-C charging cable (USB-C YAY!!!). They claim the battery life is 24 hrs, and it may well be as we've been evaluating it for about a week off and on every day and it's still going strong.I tested it via Bluetooth, mainly streaming via Apple Music, and or it's size it packs quite a punch! Decent mids and highs, and it has bass! Not tons of bass [expected for it's size, it's just physics), but it's decent, if not exceptional given the size of this, but that is expected of any Beats branded speaker product, and this one doesn't disappoint! Another neat feature is that it allows the pairing to two Pill units for stereo music. It's easy to control, there are four buttons: power button, multi-function button (play/pause/next/previous), volume down, and volume up.I really like It also has a built-in mic so you can use it as a speaker phone as well, and it works pretty good.In summary, for the price, compared to other ""party"" speakers around the same price class, the Pill punches far above it's weight class, feature sound clarity with decent bass, lots of volume, and simplicity in design as we've come to expect from Beats. While maybe not the cheapest ""party"" speaker out there, it is among one of the best, if not the best, in it's price class.","B0D4STD5ZC","5","Reviewed in the United States July 13, 2024","2024-07-13","1","Beats Pill","0","0","1683","0.1451221064814815","0.5254074074074074"
"First, this was an amazing find. All of our headphones are Beats and the boomboxes JBL, so this is a first for me. Let me start by saying, this beat pill sounds amazing and better than my bigger than the pill jbl. Is worth every penny. I love listening to music and I always need a speaker close by, I even wear headphones to work because I need music. This little pill, sounds amazing even in the open patio. This is def my new favorite speaker. Highly recommend.","B0D4STD5ZC","5","Reviewed in the United States August 6, 2024","2024-08-06","1","Beats Pill","0","0","464","0.3006331168831169","0.5758008658008659"
"Great product, also very sturdy it survived a drop with only a little cosmetic damage. Otherwise it works great and is loud with alot of bass","B0D4STD5ZC","5","Reviewed in the United States August 6, 2024","2024-08-06","1","Beats Pill","0","0","141","0.2232142857142857","0.6571428571428571"
"Had great hopes for this speaker, but unfortunately, it switches off randomly even when fully charged. Sometimes this happens in less than 30 min which is a big problem because it's battery life is supposed to be much longer than that. It's beautifully made and looks elegant like Beats products do, but unfortunately, it just does not work like it's supposed to.I will update this review if needed based on further experience.","B0D4STD5ZC","1","Reviewed in the United States July 31, 2024","2024-07-31","1","Beats Pill","0","0","427","0.0683333333333333","0.6116666666666667"
"I almost don't even know how to describe how good this speaker sounds!100 watts is crazy for this small of a speaker! It sounds so good!The base is deep and the sound is smooth. Really great quality and it's definitely durable! I love the silicone base as I have small children. (It's been picked up and dropped a few times lol)It connects to all of my devices, no problems.An investment in a high quality speaker that will last for years, definitely worth every penny!","B0D4STD5ZC","5","Reviewed in the United States July 2, 2024","2024-07-02","1","Beats Pill","0","0","469","0.0232812499999999","0.5160416666666666"
"Bought this on a whim with good hopes and it turned out even better than we expected! Fabulous sound. Easy to use. Pairs well. Great size. Love it so much!","B09XXW54QG","5","Reviewed in the United States July 28, 2024","2024-07-28","1","Marshall Emberton II","0","1","155","0.4287037037037037","0.587037037037037"
"I bought this because it was on sale, and I always wanted a beats pill.I am a JBL user, and firmly stand by their quality and sound.Does this compete with Flip 6? Absolutely.Does it compete with Charge 4 or 5? Definitely not.Heres whySound: i purchased the Black Pill, right out of the box it is versatile in the sense it matches anything you have. I could’ve went with Champagne as well and would’ve also fit. I compared to flip 6 right away, it is Brighter, crisper and deeper bass at 50% volume and lower.However at above 50% the bass becomes muddy, it has this weird flutter sound to it. The Flip 6 Still Sounds great at 50% and lower just it sounds a little quieter and less vibrant compared to the Pill.The Charge 4 and 5 are bigger speakers and has bigger woofers.The pill is definitely very portable, great performance and most definitely great value for the money.Maybe later down the road i will purchase another for stereo sound bars for our TV.","B0D4STD5ZC","4","Reviewed in the United States July 23, 2024","2024-07-23","1","Beats Pill","0","0","956","0.1400710978835978","0.4559854497354498"
"I bought this speaker off of Apple online in the statement red! The color is beautiful and the sound it puts out is amazing !","B0D4STD5ZC","5","Reviewed in the United States July 31, 2024","2024-07-31","1","Beats Pill","0","0","125","0.5","0.575"
"I loved this Marshall speaker! I needed it for my bedroom so I could hear my music on my cell phone….I have Spotify and enjoy my choices indoors now! Thank you","B09XXW54QG","5","Reviewed in the United States July 26, 2024","2024-07-26","1","Marshall Emberton II","0","1","159","0.6875","0.65"
"I have always been a fan of Beats products and they are well known for being high quality so this newest version of the Beats pill did not disappoint. It sounds great, it can get very loud for just a small little speaker and has very clear sound with exceptional bass woofer. It has a long battery life, charges very quickly and an updated USB-C charging port. It also comes with a code for a free trial of Apple Music and the option to add Apple Care+ and the option to add it to Find My device through Apple.","B0D4STD5ZC","5","Reviewed in the United States July 8, 2024","2024-07-08","1","Beats Pill","0","0","510","0.206875","0.6198611111111112"
"I have been using the beats pill 2024 for the last couple of days and it has been a really good sounding speaker. It outclasses other speakers in the price range and even few of the larger party speakers. The volume of this speaker is mind blowing though it might be bit harsh in a closed room. Bass is absolutely great and overall the speaker is very balanced. It is worth every penny.","B0D4STD5ZC","5","Reviewed in the United States June 30, 2024","2024-06-30","1","Beats Pill","0","0","386","0.1020833333333333","0.3409722222222222"
"I love how well it integrates with iPhone and sounds great. Pretty cool how it can charge your phone and vice versa. The controls feel premium and very worth the price.","B0D4STD5ZC","5","Reviewed in the United States July 13, 2024","2024-07-13","1","Beats Pill","0","0","168","0.458","0.626"
"I love the size, weight and quality of my Pill! It delivers good, deep base and enhances my listening beautifully! I recommend this speaker to anyone who loves music and true sound!!","B0D4STD5ZC","5","Reviewed in the United States August 2, 2024","2024-08-02","1","Beats Pill","0","0","182","0.3571428571428571","0.6642857142857144"
"I was stoked to try a speaker from Beats with a great battery life and increased output; however, not having any stereo image from a speaker this wide is just silly, I’m sorry.I’ll stick with the Wonderboom or Everboom. Wish they’d make a Wonderboom with USB-C, but the stereo imaging on it, even with slightly less bass and output than the Beats Pill is where it’s still at for me.I love a good stereo image too much to keep a mono product, sorry!","B0D4STD5ZC","3","Reviewed in the United States July 12, 2024","2024-07-12","1","Beats Pill","0","0","448","0.0731481481481481","0.5546296296296297"
"I own a plethora of bluetooth speakers, one even costing 10x this one. But, for a small portable form factor, this pill doesn't sound half bad. It is definitely not my favorite in the sound quality department, but the portability factor makes it a keeper. Right now, I'm testing it on my kitchen window sill and it provides me with adequate sound whilst I rustle up grub for the fam. Highs are clear, mids are punchy, bass is present but it won't knock your socks off. If you're looking for a balance between portability and sound quality, then this might be your ticket at 150$. BUT, if you want better sound quality, save up another 100 bux and you can find a larger (even much larger) speakers that will SA-MOKE this one, but, you WILL sacrifice portability. One issue I found with this speaker is that the rubberized texture on the back is a dust and animal hair magnet. (Two cats and two GSD's...you GSD owners out there know the struggle) It will not wipe clean with your hand, but a very damp paper towel works like a charm.","B0D4STD5ZC","4","Reviewed in the United States July 10, 2024","2024-07-10","1","Beats Pill","0","0","1031","0.1366213151927438","0.4517006802721088"
